Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_E11_CSF_783.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				7.84712e+07
A0A075B6H9	A0A075B6H9				6.46417e+06
A0A075B6I0	A0A075B6I0				3.88669e+07
A0A075B6I1	A0A075B6I1				4.14916e+06
A0A075B6J1	A0A075B6J1				1.82575e+06
A0A075B6J9	A0A075B6J9				737196
A0A075B6K0	A0A075B6K0				2.65718e+07
A0A075B6K2	A0A075B6K2				585385
A0A075B6K4	A0A075B6K0;A0A075B6K4				2.0275e+06
A0A075B6K5	A0A075B6K5				1.53455e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				8.014e+07
A0A075B6Q5	A0A075B6Q5				2.55865e+06
A0A075B6R2	A0A075B6R2				1.63942e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.81084e+07
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				2.31366e+07
A0A087WSX0	A0A087WSX0				4.16453e+06
A0A087WSY4	A0A087WSY4				1.08737e+07
A0A087WSY6	A0A087WSY6				1.16602e+08
A0A087WSZ0	A0A087WSZ0				353631
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.22906e+08
A0A0A0MS15	A0A0A0MS15				3.16811e+06
A0A0A0MT36	A0A0A0MT36;A0A0C4DH26				4.51306e+06
A0A0A0MT89	A0A0A0MT89				6.02643e+06
A0A0B4J1U7	A0A0B4J1U7				6.79656e+06
A0A0B4J1V0	A0A0B4J1V0				1.17964e+08
A0A0B4J1V2	A0A0B4J1V2				5.99659e+06
A0A0B4J1V6	A0A0B4J1V6				870907
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.2481e+08
A0A0B4J1Y8	A0A0B4J1Y8				2.8333e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.68469e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.00093e+07
A0A0B4J2H0	A0A0B4J2H0				149867
A0A0C4DH25	A0A0C4DH25				2.32618e+07
A0A0C4DH31	A0A0C4DH31				1.50723e+06
A0A0C4DH33	A0A0C4DH33				3.18472e+06
A0A0C4DH34	A0A0C4DH34				7.62927e+06
A0A0C4DH35	A0A0C4DH35				947738
A0A0C4DH36	A0A0C4DH36				9.48429e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				5.10278e+06
A0A0C4DH43	A0A0C4DH43				9.11356e+06
A0A0C4DH67;A0A0C4DH69	A0A0C4DH67;A0A0C4DH69				3.53434e+06
A0A0G2JS06	A0A0G2JS06				3.41957e+06
A0A0J9YX35	A0A0J9YX35				6.74882e+06
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				4.34802e+08
A1L4H1	A1L4H1				1.07562e+06
A2NJV5	A0A075B6S2;A2NJV5				1.85205e+08
A5D6W6	A5D6W6				670215
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				766200
A6NCE7;Q9GZQ8;Q9H492;Q9H492-2	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				466503
A6NGN9	A6NGN9				4.92124e+06
A6NHG4;P30046;P30046-2	P30046;A6NHG4;P30046-2				1.16488e+06
A6NKN8	A6NKN8				34773.6
A6NL88	A6NL88				1.99824e+06
A6NLU5	A6NLU5				5.27225e+06
A6NML5	A6NML5				724496
A8MTJ3;P04899;P04899-4;P08754;P11488;P19087;P63096	A8MTJ3;P04899;P08754;P09471;P11488;P19087;P38405;P63092;P63096;Q5JWF2;P63092-2;P04899-4;P63092-3;P63092-4;Q5JWF2-2;P09471-2;P38405-2				403216
