Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_A11_129183842.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.32292e+08
A0A075B6H9	A0A075B6H9				1.05577e+07
A0A075B6I0	A0A075B6I0				9.70897e+07
A0A075B6I1	A0A075B6I1				1.25102e+07
A0A075B6I9;P04211	P04211;A0A075B6I9				9.17284e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				2.48396e+06
A0A075B6J9	A0A075B6J9				7.09212e+06
A0A075B6K2	A0A075B6K2				2.20224e+06
A0A075B6K4;P01715	P01715;A0A075B6K4				1.17882e+07
A0A075B6K5	A0A075B6K5				5.52287e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				3.93383e+08
A0A075B6R2	A0A075B6R2				1.81197e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				3.16574e+07
A0A075B6S2	A0A075B6S2				1.79183e+06
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				9.59809e+07
A0A087WSX0;A0A0G2JS06	A0A087WSX0;A0A0G2JS06				3.47487e+06
A0A087WSY4	A0A087WSY4				1.39422e+07
A0A087WSY6	A0A087WSY6				2.10401e+08
A0A087WSZ0	A0A087WSZ0				4.20643e+06
A0A087WW87;P01614	P01614;A0A087WW87				395256
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.84563e+08
A0A0A0MS15	A0A0A0MS15				4.25638e+06
A0A0A0MT36	A0A0A0MT36;A0A0C4DH26				8.54939e+06
A0A0A0MT89	A0A0A0MT89				9.58056e+06
A0A0B4J1U7	A0A0B4J1U7				3.79523e+07
A0A0B4J1V2	A0A0B4J1V2				8.24859e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.4687e+07
A0A0B4J1Y8	A0A0B4J1Y8				8.18365e+06
A0A0B4J1Y9	A0A0B4J1Y9				3.06232e+08
A0A0C4DH25	A0A0C4DH25				2.73694e+07
A0A0C4DH29	A0A0C4DH29				318046
A0A0C4DH33	A0A0C4DH33				1.1319e+06
A0A0C4DH34	A0A0C4DH34				6.43833e+06
A0A0C4DH35	A0A0C4DH35				3.40619e+06
A0A0C4DH36	A0A0C4DH36				9.10326e+06
A0A0C4DH38	A0A0C4DH38				505978
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08				3.10202e+07
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				2.60882e+07
A0A0J9YX35	A0A0J9YX35				1.18031e+07
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				5.63745e+06
