Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/All_without_random_20/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_C10_CSF_1289-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				1.01286e+08
A0A075B6H9	A0A075B6H9				7.96632e+06
A0A075B6I0	A0A075B6I0				2.93823e+07
A0A075B6I1	A0A075B6I1				2.50579e+07
A0A075B6I9	A0A075B6I9				2.54013e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.18513e+06
A0A075B6J9	A0A075B6J9				2.65501e+06
A0A075B6K2	A0A075B6K2				502555
A0A075B6K4	A0A075B6K0;A0A075B6K4				1.82071e+06
A0A075B6K5	A0A075B6K5				3.59622e+06
A0A075B6P5;P01615	P01615;A0A075B6P5				6.69157e+07
A0A075B6R2	A0A075B6R2				5.31555e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				9.98174e+06
A0A075B6S2	A0A075B6S2;A2NJV5				8.9389e+07
A0A075B6S5	A0A075B6S5				1.82122e+06
A0A075B6S6	A0A075B6S6				509762
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.87924e+06
A0A087WSY4	A0A087WSY4				4.30698e+06
A0A087WSY6	A0A087WSY6				6.7126e+07
A0A087WSZ0	A0A087WSZ0				2.40731e+06
A0A087WW87;P01614	P01614;A0A087WW87				8802.66
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				3.34356e+07
A0A0A0MS15	A0A0A0MS15				1.66895e+06
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				290284
A0A0A0MT89	A0A0A0MT89				1.00317e+07
A0A0B4J1U7	A0A0B4J1U7				8.79792e+06
A0A0B4J1V0	A0A0B4J1V0				8.42726e+07
A0A0B4J1V2	A0A0B4J1V2				3.45906e+06
A0A0B4J1V6	A0A0B4J1V6				362027
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				8.82662e+07
A0A0B4J1Y8	A0A0B4J1Y8				2.36035e+06
A0A0B4J1Y9	A0A0B4J1Y9				1.55732e+06
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				2.00148e+06
A0A0B4J2H0	A0A0B4J2H0				316599
A0A0C4DH24	A0A0C4DH24				3.17599e+06
A0A0C4DH25	A0A0C4DH25				2.6054e+07
A0A0C4DH31	A0A0C4DH31				827173
A0A0C4DH33	A0A0C4DH33				377075
A0A0C4DH34	A0A0C4DH34				6.99703e+06
A0A0C4DH35	A0A0C4DH35				1.58809e+06
A0A0C4DH36	A0A0C4DH36				7.3769e+06
A0A0C4DH38	A0A0C4DH38				1.80758e+07
A0A0C4DH43	A0A0C4DH43				1.00836e+07
A0A0C4DH67	A0A0C4DH67				1.4893e+07
A0A0J9YX35	A0A0J9YX35				5.86678e+06
A0A0J9YXX1	A0A0J9YXX1				3.20708e+07
