Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B2_79114832.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.30868e+08
A0A075B6I0	A0A075B6I0				3.77477e+07
A0A075B6I9	A0A075B6I9				7.36202e+07
A0A075B6J9	A0A075B6J9				1.45919e+06
A0A075B6K5	A0A075B6K5				1.17888e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.541e+08
A0A075B6Q5	A0A075B6Q5				2.58519e+06
A0A075B6R2	A0A075B6R2				1.41999e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.62667e+07
A0A075B6S2	A0A075B6S2;A2NJV5				1.20275e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				4.17908e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				2.05387e+06
A0A087WSY6	A0A087WSY6				1.43759e+08
A0A087WW87;P01614	P01614;A0A087WW87				120781
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				6.92424e+07
A0A0A0MS15	A0A0A0MS15				1.0351e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				1.06375e+06
A0A0A0MT89	A0A0A0MT89				2.28113e+06
A0A0B4J1U7	A0A0B4J1U7				2.04037e+06
A0A0B4J1V0	A0A0B4J1V0				1.12697e+06
A0A0B4J1V2	A0A0B4J1V2				1.27444e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				4.4835e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.35728e+06
A0A0B4J1Y9	A0A0B4J1Y9				4.03866e+07
A0A0C4DH24	A0A0C4DH24				9.3736e+06
A0A0C4DH25	A0A0C4DH25				2.59693e+07
A0A0C4DH33	A0A0C4DH33				144696
A0A0C4DH34	A0A0C4DH34				1.6527e+07
A0A0C4DH36	A0A0C4DH36				7.18527e+06
A0A0C4DH38	A0A0C4DH38				1.22423e+07
A0A0C4DH43	A0A0C4DH43				2.90722e+06
A0A0C4DH72	P01599;A0A0C4DH72				9.09077e+06
A0A0J9YX35	A0A0J9YX35				4.58479e+06
A0A0J9YXX1	A0A0C4DH38;A0A0J9YXX1				1.12579e+07
A0A2R8Y619;O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880	O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q96A08;Q99877;Q99879;Q99880;A0A2R8Y619;Q5QNW6-2				322360
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				8.17533e+07
A1L4H1	A1L4H1				3.82728e+06
A2RU67	A2RU67				671500
A5D6W6	A5D6W6				2.46215e+06
A6BM72;A6BM72-2;A6BM72-4	A6BM72;A6BM72-2;A6BM72-4				2.48755e+06
A6NCE7;Q9GZQ8	Q9GZQ8;Q9H492;A6NCE7;Q9H492-2				677545
A6NDG6	A6NDG6				12440.3
A6NGN9	A6NGN9				1.09403e+07
A6NL88	A6NL88				3.8618e+06
A6NLU5	A6NLU5				1.21797e+07
A8MTW9	A8MTW9				3.75309e+06
B4DS77;B4DS77-2;B4DS77-3	B4DS77;B4DS77-2;B4DS77-3				225409
B9A064;P0DOX8	B9A064;P0DOX8				1.91827e+08
C9JVW0	C9JVW0				9.58175e+06
I3L3R5	I3L3R5				576872
O00115;O00115-2	O00115;O00115-2				3.699e+06
O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6	O00142;O00142-2;O00142-3;O00142-4;O00142-5;O00142-6				4.94274e+07
O00187;O00187-2	O00187;O00187-2				841121
O00244	O00244				1.35489e+06
O00264	O00264;O15173;O15173-2				5.06776e+06
O00299	O00299				551446
O00339;O00339-2;O00339-3	O00339;O00339-2;O00339-3				1.60497e+06
O00391	O00391;O00391-2				2.66472e+07
O00451	O00451;O00451-2;O00451-3				1.9708e+07
O00461	O00461				1.01194e+07
O00462	O00462				4.23536e+06
O00468-6	O00468-6;O00468-7				2.04389e+07
O00533	O00533				9.64286e+06
O00533-2	O00533;O00533-2				3.24045e+08
O00560;O00560-2;O00560-3	O00560;O00560-2;O00560-3				1.0786e+06
O00584	O00584				5.42009e+06
O00754;O00754-2	O00754;O00754-2				1.86274e+06
O14498	O14498				4.44426e+07
O14514	O14514				2.57732e+06
O14522;O14522-1	O14522;O14522-1				1.33537e+06
O14594	O14594				1.44577e+08
O14668;O14668-2	O14668;O14668-2				1.23657e+06
O14672	O14672				4.68241e+06
O14773	O14773				8.77466e+06
O14786;O14786-2;O14786-3	O14786;O14786-2;O14786-3				6.84164e+06
O14791-2	O14791;O14791-2;O14791-3				5.77939e+06
O14793	O14793				440783
O14917;O14917-2	O14917;O14917-2				5.31411e+06
O15031	O15031				1.81976e+07
O15041;O15041-2	O15041;O15041-2				102027
O15126;O15126-2	O15126;O15126-2				1.5933e+06
O15197;O15197-3	O15197;O15197-3				4.25738e+06
O15204;O15204-2	O15204;O15204-2				2.01294e+06
O15230	O15230				3.62248e+06
O15232;O15232-2	O15232;O15232-2				2.8015e+06
O15240	O15240				2.05518e+08
O15335	O15335				4.23437e+06
O15354	O15354				5.34906e+07
O15394	O15394;O15394-2				7.98685e+07
O15400;O15400-2	O15400;O15400-2				2.07962e+06
O15466;O15466-2	O15466;O15466-2				2.7203e+06
O15540;O15540-2	O15540;O15540-2				1.38875e+06
O43155	O43155				751422
O43157	O43157;O43157-2;O43157-3				5.5925e+06
O43173	O43173				3.9376e+06
O43240	O43240				562513
O43278;O43278-2	O43278;O43278-2				1.9435e+06
O43286	O43286				260077
O43291	O43291				1.06413e+07
O43300	O43300				2.77252e+06
O43405;O43405-2	O43405;O43405-2				3.35876e+07
