Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_B5_81783170.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.66904e+08
A0A075B6H9	A0A075B6H9				3.48136e+07
A0A075B6I0	A0A075B6I0				2.25104e+07
A0A075B6I1	A0A075B6I1				2.56295e+06
A0A075B6I9	A0A075B6I9				4.51024e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.19277e+07
A0A075B6K2	A0A075B6K2				2.66672e+06
A0A075B6K4	A0A075B6K4				3.1465e+06
A0A075B6K5	A0A075B6K5				1.0419e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				2.67026e+08
A0A075B6R2	A0A075B6R2				8.76428e+06
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				2.3487e+07
A0A075B6S2	A0A075B6S2;A2NJV5				2.24055e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				9.62944e+06
A0A087WSX0	A0A087WSX0;A0A0G2JS06				3.61681e+06
A0A087WSY4	A0A087WSY4				1.62461e+07
A0A087WSY6	A0A087WSY6				2.31768e+08
A0A087WW87;P01614	P01614;A0A087WW87				3.72095e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				2.68932e+08
A0A0A0MS15	A0A0A0MS15				2.20105e+07
A0A0A0MT89	A0A0A0MT89				8.5755e+06
A0A0B4J1U7	A0A0B4J1U7				1.00056e+07
A0A0B4J1V0	A0A0B4J1V0				1.20228e+08
A0A0B4J1V2	A0A0B4J1V2				2.24235e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				4.77243e+07
A0A0B4J1Y8	A0A0B4J1Y8				3.39001e+07
A0A0B4J2D9;P0DP09	A0A0B4J2D9;P0DP09				1.25526e+07
A0A0C4DH24	A0A0C4DH24				9.08652e+06
A0A0C4DH25	A0A0C4DH25				2.2633e+07
A0A0C4DH33	A0A0C4DH33				100457
A0A0C4DH34	A0A0C4DH34				3.04922e+07
A0A0C4DH35	A0A0C4DH35				1.66254e+06
A0A0C4DH36	A0A0C4DH36				7.35896e+06
A0A0C4DH38	A0A0C4DH38;A0A0J9YXX1				6.46084e+07
A0A0C4DH67	A0A0C4DH67				2.09706e+06
A0A0C4DH72;A0A0C4DH73;P01597;P01611;P04432	P01597;P01611;P04432;A0A0C4DH72;A0A0C4DH73				1.76156e+07
A0A0J9YX35	A0A0J9YX35				7.38923e+06
A0A0J9YXX1	A0A0J9YXX1				1.8943e+07
A0M8Q6	P0CG04;P0DOY2;P0DOY3;A0M8Q6;P0CF74;B9A064;P0DOX8				9.51686e+07
