Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/MagKiel_cohort_Sweden_speclib_OBO/All_Raw/20190210_QX1_PhGe_SA_EASY12-10_Majken_B10_CSF_585-14.mzML
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55				3.41334e+08
A0A075B6H9	A0A075B6H9				2.9069e+07
A0A075B6I0	A0A075B6I0				2.19304e+07
A0A075B6I1	A0A075B6I1				2.27788e+07
A0A075B6J1;A0A0A0MRZ9	A0A075B6J1;A0A0A0MRZ9				1.0922e+07
A0A075B6J9	A0A075B6J9				2.37901e+07
A0A075B6K2	A0A075B6K2				2.29232e+06
A0A075B6K4	A0A075B6K0;A0A075B6K4				4.13553e+06
A0A075B6K5	A0A075B6K5				1.92214e+07
A0A075B6P5;P01615	P01615;A0A075B6P5				1.32787e+08
A0A075B6R2	A0A075B6R2				3.04685e+07
A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68				1.64867e+07
A0A075B6S2	A0A075B6S2;A2NJV5				3.37625e+08
A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69				6.08842e+07
A0A087WSX0	A0A087WSX0;A0A0G2JS06				1.32832e+07
A0A087WSY6	A0A087WSY6				1.62304e+08
A0A087WW87;P01614	P01614;A0A087WW87				2.26408e+06
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8				1.76769e+08
A0A0A0MS15	A0A0A0MS15				7.97382e+07
A0A0A0MT36;A0A0C4DH26	A0A0A0MT36;A0A0C4DH26				4.60808e+07
A0A0A0MT89	A0A0A0MT89				8.66449e+06
A0A0B4J1U7	A0A0B4J1U7				3.05884e+07
A0A0B4J1V0	A0A0B4J1V0				3.23117e+06
A0A0B4J1V2	A0A0B4J1V2				5.88927e+06
A0A0B4J1X5	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03				1.22663e+08
